Scheme Name,Scheme Code
Parag Parikh Liquid Fund- Direct Plan- Weekly Reinvestment of IDCW,143265
Parag Parikh Liquid Fund- Regular Plan- Weekly Reinvestment of IDCW,143266
Parag Parikh Liquid Fund- Direct Plan- Growth,143269
UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option,143340
UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option,143341
Bandhan Short Duration Fund - Regular Plan - Quarterly IDCW,143366
Bandhan Short Duration Fund - Direct Plan - Quarterly IDCW,143367
Bandhan Short Duration Fund - Regular Plan - Annual IDCW,143368
Bandhan Short Duration Fund - Direct Plan - Annual IDCW,143369
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth,143464
Nippon India Ultra Short Duration Fund- Growth Option,143493
Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,143494
NIPPON INDIA ULTRA SHORT DURATION FUND - WEEKLY IDCW OPTION,143495
NIPPON INDIA ULTRA SHORT DURATION FUND - QUARTERLY IDCW Option,143496
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,143497
NIPPON INDIA ULTRA SHORT DURATION FUND - DAILY IDCW OPTION,143498
NIPPON INDIA ULTRA SHORT DURATION FUND - MONTHLY IDCW Option,143499
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - DAILY IDCW OPTION,143500
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - WEEKLY IDCW OPTION,143501
NIPPON INDIA ULTRA SHORT DURATION FUND - DIRECT Plan - QUARTERLY IDCW Option,143502
Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW,143507
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,143508
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW,143509
Baroda BNP Paribas Ultra Short Duratio Fund- Regular Plan- Weekly IDCW,143510
Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW,143511
Invesco India Aggressive Hybrid Fund - Direct Plan - IDCW (Payout / Reinvestment),143532
Invesco India Aggressive Hybrid Fund - Regular Plan - IDCW (Payout / Reinvestment),143534
Invesco India Aggressive Hybrid Fund - Regular Plan - Growth,143536
Invesco India Aggressive Hybrid Fund - Direct Plan - Growth,143537
JM Money Market Fund (Direct) Bonus Option - Principal Units,143592
JM Money Market Fund - Daily Dividend,143594
JM Money Market Fund (Direct)- Daily Dividend Option,143595
JM Money Market Fund - Fortnighly Dividend,143596
JM Money Market Fund (Direct) - Growth,143597
JM Money Market Fund - Growth,143598
JM Money Market Fund (Direct) - Weekly Dividend,143599
JM Money Market Fund - Weekly Dividend,143600
JM Money Market Fund - Bonus Option - Principal Units,143601
JM Money Market Fund (Direct) - Fortnightly Dividend Option,143602
JM Low Duration Fund (Regular) - Daily IDCW,143603
JM Low Duration Fund (Direct) - Daily IDCW,143604
JM Low Duration Fund (Regular) - Fortnightly IDCW,143605
JM Low Duration Fund (Direct) - Fortnightly IDCW,143606
JM Low Duration Fund (Regular) - Growth Option,143607
JM Low Duration Fund (Regular) - Weekly IDCW,143608
JM Low Duration Fund - Bonus Option - Principal Units,143609
JM Low Duration Fund (Direct) - Bonus Option - Principal Units,143610
JM Low Duration Fund (Direct) - Weekly IDCW,143611
JM Low Duration Fund (Direct) - Growth,143612
BANK OF INDIA Arbitrage Fund Direct Plan Annual IDCW,143613
BANK OF INDIA Arbitrage Fund Direct Plan Growth,143614
BANK OF INDIA Arbitrage Fund Direct Plan Monthly IDCW,143615
BANK OF INDIA Arbitrage Fund Direct Plan Quarterly IDCW,143616
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Annual IDCW,143617
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Monthly IDCW,143618
BANK OF INDIA Arbitrage Fund Regular Plan IDCW Quarterly IDCW,143619
BANK OF INDIA Arbitrage Fund Regular Growth,143620
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - HALF YEARLY IDCW Option,143701
Nippon India Nivesh Lakshya Long Duration Fund- Growth Option,143702
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - ANNUAL IDCW Option,143703
Nippon India Nivesh Lakshya Long Duration Fund- Direct Plan- Growth Option,143704
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - MONTHLY IDCW Option,143705
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - IDCW Option,143706
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - IDCW Option,143707
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - QUARTERLY IDCW Option,143708
NIPPON INDIA NIVESH LAKSHYA LONG DURATION  FUND - DIRECT Plan - QUARTERLY IDCW Option,143709
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND LONG DURATION - HALF YEARLY IDCW Option,143710
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - DIRECT Plan - ANNUAL IDCW Option,143711
NIPPON INDIA NIVESH LAKSHYA LONG DURATION FUND - MONTHLY IDCW Option,143712
Mirae Asset Healthcare Fund Direct Growth,143783
Mirae Asset Healthcare Fund Direct IDCW,143784
Mirae Asset Healthcare Fund -Regular Growth,143785
Mirae Asset Healthcare Fund Regular IDCW,143786
Navi Flexi Cap Fund - Regular Plan - Growth,143787
NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT,143788
NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,143789
NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT,143790
NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT,143791
NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT,143792
Navi Flexi Cap Fund - Direct Plan - Growth,143793
NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT,143794
NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT,143795
NAVI FLEXI CAP FUND - DIRECT PLAN MONTHLY IDCW PAYOUT,143796
NAVI FLEXI CAP FUND - DIRECT PLAN HALF YEARLY IDCW PAYOUT,143797
NAVI FLEXI CAP FUND - DIRECT PLAN ANNUAL IDCW PAYOUT,143798
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option,143873
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option,143874
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option,143875
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option,143876
ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option,143903
ICICI Prudential BHARAT 22 FOF - Cumulative Option,143904
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN GROWTH,144171
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN DAILY IDCW,144172
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN GROWTH,144173
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN-DAILY IDCW,144174
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN WEEKLY IDCW,144189
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN QUARTERLY IDCW,144190
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN- WEEKLY IDCW,144191
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN QUARTERLY IDCW,144192
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN PERIODIC IDCW,144193
BANDHAN ULTRA SHORT DURATION FUND - REGULAR PLAN MONTHLY IDCW,144194
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN -MONTHLY IDCW,144195
BANDHAN ULTRA SHORT DURATION FUND - DIRECT PLAN PERIODIC IDCW,144196
Union Equity Savings Fund - Regular Plan - Growth Option,144310
Union Equity Savings Fund - Regular Plan - IDCW Option,144311
Union Equity Savings Fund - Direct Plan - Growth Option,144312
Union Equity Savings Fund - Direct Plan - IDCW Option,144313
Kotak Balanced Advantage Fund -Regular Plan - Growth Option,144333
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,144334
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,144335
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,144336
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,144337
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,144338
UTI Corporate Bond Fund - Direct Plan - Growth Option,144339
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,144340
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,144341
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,144342
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,144343
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,144344
UTI Corporate Bond Fund - Regular Plan - Growth Option,144345
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,144346
Axis Aggressive Hybrid Fund - Regular Plan - Growth Option,144393
Axis Aggressive Hybrid Fund - Direct Plan - Growth Option,144394
Axis Aggressive Hybrid Fund - Direct Plan - Regular IDCW,144395
Axis Aggressive Hybrid Fund - Regular Plan - Regular IDCW,144396
Axis Aggressive Hybrid Fund - Direct Plan - Monthly IDCW,144397
Axis Aggressive Hybrid Fund - Direct Plan - Quarterly IDCW,144398
Axis Aggressive Hybrid Fund - Regular Plan - Monthly IDCW,144399
Axis Aggressive Hybrid Fund - Regular Plan - Quarterly IDCW,144400
Mahindra Manulife Dynamic Bond Fund - Regular Plan - Growth,144401
Mahindra Manulife Dynamic Bond Fund - Regular Plan - Quarterly IDCW,144402
Mahindra Manulife Dynamic Bond Fund - Direct Plan - Growth,144403
Mahindra Manulife Dynamic Bond Fund - Direct Plan - Quarterly IDCW,144404
Mahindra Manulife Dynamic Bond Fund - Regular Plan - IDCW,144405
Mahindra Manulife Dynamic Bond Fund - Direct Plan - IDCW,144406
Franklin India Equity Savings Fund- Growth,144461
Franklin India Equity Savings Fund - Direct - IDCW,144462
Franklin India Equity Savings Fund - Quarterly - IDCW,144463
Franklin India Equity Savings Fund - Monthly - IDCW,144464
Franklin India Equity Savings Fund - Direct - Monthly - IDCW,144465
Franklin India Equity Savings Fund- Growth Direct,144466
Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,144467
Franklin India Equity Savings Fund - IDCW,144468
UTI Liquid Fund - Regular Plan - Half-Yearly IDCW,144475
UTI Equity Savings Fund - Regular Plan - Growth Option,144484
UTI Equity Savings Fund - Regular Plan - IDCW,144485
UTI Equity Savings Fund - Regular Plan - Monthly IDCW,144486
UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,144487
UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,144488
UTI Equity Savings Fund - Direct Plan - Monthly IDCW,144489
UTI Equity Savings Fund - Direct Plan - Growth Option,144490
UTI Equity Savings Fund - Direct Plan - IDCW,144491
TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,144543
TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,144544
TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option,144545
Tata Flexi Cap Fund-Direct Plan-Growth,144546
TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option,144547
Tata Flexi Cap Fund -Regular Plan-Growth,144548
ICICI Prudential Nifty Next 50 ETF,144587
DSP Corporate Bond Fund - Regular - Growth,144644
DSP Corporate Bond Fund - Regular - IDCW - Monthly,144645
DSP Corporate Bond Fund - Direct - Growth,144646
DSP Corporate Bond Fund - Direct - IDCW,144647
DSP Corporate Bond Fund - Direct - IDCW - Quarterly,144648
DSP Corporate Bond Fund - Regular - IDCW - Quarterly,144649
DSP Corporate Bond Fund - Regular - IDCW,144650
DSP Corporate Bond Fund - Direct - IDCW - Monthly,144651
Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,144753
Axis Ultra Short Duration Fund - Direct Plan Growth,144754
Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,144755
Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,144756
Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,144757
Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,144758
Axis Ultra Short Duration Fund - Regular Plan Growth,144759
Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,144760
Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,144761
Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,144762
Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),144834
Sundaram Services Fund Direct Plan - Growth,144835
Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),144836
Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),144837
Sundaram Services Fund Regular Plan - Growth,144838
Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),144839
Shriram Flexi Cap Fund - Regular Growth,144902
Shriram Flexi Cap Fund - Regular-IDCW,144903
Shriram Flexi Cap Fund - Direct Growth,144905
Shriram Flexi Cap Fund - Direct-IDCW,144906
SBI BSE Sensex Next 50 ETF,144916
ICICI Prudential BSE Liquid Rate ETF - IDCW,144947
HDFC Ultra Short Term Fund - Direct Plan-Growth Option,145034
HDFC Ultra Short Term Fund - Direct Plan-Weekly IDCW Option,145035
HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option,145036
HDFC Ultra Short Term Fund - Monthly IDCW Option,145037
HDFC Ultra Short Term Fund - Weekly IDCW Option,145038
HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option,145039
HDFC Ultra Short Term Fund - Growth Option,145040
HDFC Ultra Short Term Fund - Daily IDCW Option,145041
Sundaram Money Market Fund Regular Plan - Growth,145042
Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),145043
Sundaram Money Market Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),145044
Sundaram Money Market Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),145045
Sundaram Money Market Fund Regular Plan -Income Distribution cum Capital Withdrawal (IDCW ),145046
Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),145047
Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),145048
Sundaram Money Market Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),145049
Sundaram Money Market Fund Direct Plan - Growth,145050
Sundaram Money Market Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),145051
Sundaram Money Market Fund Direct Plan- Income Distribution cum Capital Withdrawal(IDCW),145052
Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),145053
Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),145054
Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),145055
Sundaram Money Market Fund Direct Plan - Income Distribution cum Capital Withdrawal(IDCW),145056
Sundaram Money Market Fund Direct Plan-Income Distribution cum Capital Withdrawal(IDCW),145057
ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option,145075
ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option,145076
ICICI Prudential Manufacturing Fund - Cumulative Option,145077
ICICI Prudential Manufacturing Fund - IDCW Option,145078
Axis Large & Mid Cap Fund - Direct Plan - IDCW,145109
Axis Large & Mid Cap Fund - Direct Plan - Growth,145110
Axis Large & Mid Cap Fund - Regular Plan - IDCW,145111
Axis Large & Mid Cap Fund - Regular Plan - Growth,145112
Invesco India Smallcap Fund - Direct Plan - Growth,145137
Invesco India Smallcap Fund - Direct Plan - IDCW (Payout / Reinvestment),145138
Invesco India Smallcap Fund - Regular Plan - Growth,145139
Invesco India Smallcap Fund - Regular Plan - IDCW (Payout / Reinvestment),145140
TATA SmallCap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option,145205
Tata Small Cap Fund-Direct Plan-Growth,145206
TATA SmallCap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option,145207
Tata Small Cap Fund-Regular Plan-Growth,145208
TATA Small Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,145209
TATA Small Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option,145210
UTI - Floater Fund - Regular Plan  - Growth Option,145287
UTI Floater Fund - Regular Plan - Half-Yearly IDCW,145288
UTI Floater Fund - Regular Plan - Annual IDCW,145289
UTI Floater Fund - Direct Plan - Quarterly IDCW,145290
UTI Floater Fund - Direct Plan - Flexi IDCW,145291
UTI Floater Fund - Regular Plan - Flexi IDCW,145292
UTI Floater Fund - Direct Plan - Annual IDCW,145293
UTI Floater Fund - Regular Plan - Quarterly IDCW,145294
UTI - Floater Fund - Direct Plan - Growth Option,145295
UTI Floater Fund - Direct Plan - Half-Yearly IDCW,145296
Mahindra Manulife Consumption Fund- Regular Plan - Growth,145355
Mahindra Manulife Consumption Fund - Direct Plan -Growth,145356
Mahindra Manulife Consumption Fund - Direct Plan - IDCW,145357
Mahindra Manulife Consumption Fund - Regular Plan - IDCW,145358
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option,145387
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option,145389
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,145396
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option,145397
ICICI Prudential Ultra Short Term Fund - Daily IDCW,145399
ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly IDCW,145400
ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW,145401
ICICI Prudential Ultra Short Term Fund - Weekly IDCW,145402
ICICI Prudential Ultra Short Term Fund - Fortnightly IDCW,145403
ICICI Prudential Ultra Short Term Fund - Direct Plan - Daily IDCW,145404
DSP Healthcare Fund - Regular Plan - IDCW,145453
DSP Healthcare Fund - Direct Plan - Growth,145454
DSP Healthcare Fund - Direct Plan - IDCW,145455
DSP Healthcare Fund - Regular Plan - Growth,145456
Union Value Fund - Regular Plan - Growth Option,145471
Union Value Fund - Regular Plan - IDCW Option,145472
Union Value Fund - Direct Plan - Growth Option,145473
Union Value Fund - Direct Plan - IDCW Option,145474
ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH,145481
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option,145482
