Scheme Name,Scheme Code
PGIM India Equity Savings Fund - Growth Option,138372
PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,138375
PGIM India Equity Savings Fund - Direct Plan - Growth,138376
PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,138377
PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,138378
PGIM India Aggressive Hybrid Equity Fund - Dividend Option,138381
PGIM India Aggressive Hybrid Equity Fund - Growth Option,138382
PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Growth Option,138383
PGIM India Aggressive Hybrid Equity Fund Wealth Plan- Dividend Option,138384
PGIM India Aggressive Hybrid Equity Fund - BONUS OPTION,138385
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth,138386
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Dividend,138387
PGIM India Emerging Markets Equity Fund of Fund- Growth,138453
PGIM India Emerging Markets Equity Fund of Fund- Dividend,138454
PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth,138456
PGIM India Emerging Markets Equity Fund of Fund- Direct Plan - Dividend,138457
PGIM India Gilt Fund - Quarterly Dividend,138467
PGIM India Gilt Fund - Growth,138470
PGIM India Gilt Fund - Bonus,138471
PGIM India Gilt Fund - Direct Plan - Growth,138472
PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,138474
PGIM India Gilt Fund - Half Yearly Bonus,138475
PGIM India Gilt Fund - Direct Plan - Half Yearly Bonus,138476
PGIM India Global Equity Opportunities Fund of Fund- Growth,138523
PGIM India Global Equity Opportunities Fund of Fund- Dividend,138524
PGIM India Global Equity Opportunities Fund of Fund - Bonus,138525
PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Dividend,138527
PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth,138528
PGIM India Arbitrage Fund - Direct Plan - Growth,138875
PGIM India Arbitrage Fund - Regular Plan - Growth,138876
PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,138877
PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,138878
PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,138879
PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,138880
PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,138883
PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,138884
PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,138885
PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,138887
UTI Dynamic Bond Fund - Regular Plan - Half-Yearly IDCW,139181
BANDHAN Corporate Bond Fund - Direct Monthly IDCW,139198
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,139199
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,139200
BANDHAN Corporate Bond Fund - Direct Annual IDCW,139201
BANDHAN Corporate Bond Fund - Regular Monthly IDCW,139202
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,139203
BANDHAN Corporate Bond Fund - Regular Annual IDCW,139204
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,139205
Canara Robeco Liquid Fund -Unclaimed Redemption and Dividend Plan -Direct Growth Option,139235
UTI MMF - Regular Plan - Flexi Dividend Option,139236
JM Liquid Fund Unclaimed Redemption (Direct) Growth Plan,139257
JM Liquid Fund Unclaimed Dividend (Direct) Growth Plan,139258
JM Liquid Fund Unclaimed Redemption IEF (Direct) Growth Plan,139259
JM Liquid Fund Unclaimed Dividend IEF (Direct) Growth Plan,139260
UTI Medium to Long Duration Fund - Direct Plan - Annual IDCW,139339
Baroda BNP Paribas Liquid Fund - Plan C,139344
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan less than 3 years,139386
Invesco India Liquid Fund - Unclaimed Redemption Plan - Below 3 years,139387
Invesco India Liquid Fund - Unclaimed Redemption Plan - Above 3 Years,139388
Invesco India Liquid Fund - Unclaimed Dividend Plan - Below 3 Years,139389
Invesco India Liquid Fund - Unclaimed Dividend Plan - Above 3 Years,139390
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,139407
SBI Nifty 10 yr Benchmark G-Sec ETF,139430
ICICI Prudential Liquid Fund - Unclaimed Redemption Investor Education,139431
ICICI Prudential Liquid Fund - Unclaimed IDCW Investor Education,139432
ICICI Prudential Liquid Fund - Unclaimed Redemption,139433
ICICI Prudential Liquid Fund - Unclaimed IDCW,139434
ICICI Prudential Nifty50 Value 20 ETF,139455
Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,139496
ICICI Prudential BSE Midcap Select ETF,139519
Axis Equity Savings Fund - Direct Plan - Regular IDCW,139520
Axis Equity Savings Fund - Regular Plan - Regular IDCW,139521
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,139527
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW,139528
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH,139529
BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,139530
Mahindra Manulife Liquid Fund - Regular Plan - Daily IDCW,139534
Mahindra Manulife Liquid Fund - Direct Plan - Daily IDCW,139535
Mahindra Manulife Liquid Fund - Direct Plan - Weekly IDCW,139536
Mahindra Manulife Liquid Fund - Regular Plan - Growth,139537
Mahindra Manulife Liquid Fund - Direct Plan -Growth,139538
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years,139539
Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years,139540
Mahindra Manulife Liquid Fund - Regular Plan - Weekly IDCW,139541
UTI Ultra Short Duration Fund - Direct Plan - Annual IDCW,139568
Aditya Birla Sun Life BSE Sensex ETF,139581
BANDHAN LIQUID Fund - Unclaimed IDCW Less than 3 years,139582
BANDHAN LIQUID Fund - Unclaimed IDCW More than 3 years,139583
BANDHAN LIQUID Fund - Unclaimed Redemption Less than 3 years,139584
BANDHAN LIQUID Fund - Unclaimed Redemption More than 3 years,139585
Taurus Unclaimed Redemption - Growth,139617
Taurus Investor Education Pool - Unclaimed Redemption - Growth,139618
Taurus Investor Education Pool - Unclaimed Dividend - Growth,139619
UTI Money Market Fund - Regular Plan - Quarterly IDCW,139646
NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - MONTHLY IDCW Option,139679
NIPPON INDIA AGGRESSIVE HYBRID FUND - MONTHLY IDCW Option,139680
Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,139780
Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,139781
Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,139782
Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,139783
PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,139820
PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option,139821
PGIM India Aggressive Hybrid Equity Fund-Quarterly Dividend Option,139822
PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option,139823
UTI Liquid Fund - Regular Plan - Fortnightly IDCW,139838
BANDHAN Nifty 50 ETF,139839
BANDHAN BSE Sensex ETF,139840
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,139863
Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,139865
Motilal Oswal Balanced Advantage Fund Direct - Annual IDCW Payout/Reinvestment,139866
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,139870
Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment,139871
Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,139872
Franklin India Liquid Fund - Unclaimed Redemption Plan - Growth,139889
Franklin India Liquid Fund - Unclaimed IDCW Plan - Growth,139890
Franklin India Liquid Fund - Unclaimed Redemption Investor Education Plan - Growth,139891
Franklin India Liquid Fund - Unclaimed IDCW Investor Education Plan - Growth,139892
UTI Money Market Fund - Direct Plan - Half-Yearly IDCW,140023
UTI Liquid Fund - Direct Plan - Quarterly IDCW,140024
Nippon India ETF Nifty 50 BeES,140084
Nippon India ETF Nifty Next 50 Junior BeES,140085
Nippon India ETF Nifty 1D Rate Liquid BeES - DAILY IDCW Option,140086
Nippon India ETF Nifty Bank BeES,140087
Nippon India ETF Gold BeES,140088
Nippon India ETF Nifty PSU Bank BeES,140089
Nippon India ETF Nifty 50 Shariah BeES,140094
Nippon India ETF Hang Seng BeES,140095
Nippon India ETF Nifty Infrastructure BeES,140102
CPSE ETF,140107
UTI Banking & PSU Fund - Regular Plan - Annual IDCW,140116
UTI Banking & PSU Fund - Direct Plan - Annual IDCW,140135
Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,140172
Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option,140173
Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,140174
Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,140175
Edelweiss Liquid Fund - Retail Plan - Growth Option,140176
Edelweiss Liquid Fund - Retail Plan Daily - IDCW Option,140177
Edelweiss Liquid Fund - Retail Plan - Weekly Dividend Option,140178
Edelweiss Liquid Fund - Retail Plan Monthly - IDCW Option,140180
Edelweiss Liquid Fund - Regular Plan Daily - IDCW Option,140181
Edelweiss Liquid Fund - Regular Plan - Growth Option,140182
Edelweiss Liquid Fund - Regular Plan Monthly - IDCW Option,140183
Edelweiss Liquid Fund - Regular Plan Fortnightly - IDCW Option,140184
Edelweiss Liquid Fund - Regular Plan Weekly - IDCW Option,140185
Edelweiss Liquid Fund - Regular Plan Annual - IDCW Option,140188
Edelweiss Liquid Fund - Regular Plan - Bonus Option,140189
Edelweiss Liquid Fund - Regular Plan - IDCW Option,140190
Edelweiss Liquid Fund - Direct Plan Annual - IDCW Option,140192
Edelweiss Liquid Fund - Direct Plan daily - IDCW Option,140193
Edelweiss Liquid Fund - Direct Plan - Bonus Option,140194
Edelweiss Liquid Fund - Direct Plan weekly - IDCW Option,140195
Edelweiss Liquid Fund - Direct Plan - Growth Option,140196
Edelweiss Liquid Fund - Direct Plan Monthly - IDCW Option,140197
Edelweiss Liquid Fund - Direct Plan - IDCW Option,140198
Edelweiss Liquid Fund - Direct Plan Fortnightly - IDCW Option,140199
Edelweiss Mid Cap Fund - Regular Plan - Growth Option,140225
Edelweiss Mid Cap Fund - Regular Plan - IDCW Option,140226
Edelweiss Mid Cap Fund - Direct Plan - IDCW Option,140227
Edelweiss Mid Cap Fund - Direct Plan - Growth Option,140228
Edelweiss Money Market Fund - Regular Plan - Growth Option,140229
Edelweiss Money Market Fund - Institutional Plan - Growth Option,140230
Edelweiss Money Market Fund - Regular Plan - IDCW Option,140232
Edelweiss Money Market Fund - Regular Plan - Annual - IDCW Option,140233
Edelweiss Money Market Fund - Direct Plan - IDCW Option,140235
Edelweiss Money Market Fund - Direct Plan - Annual - IDCW Option,140236
Edelweiss Money Market Fund - Direct Plan - Growth Option,140237
Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,140242
Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,140243
Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,140255
Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,140256
Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,140273
Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,140274
Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,140283
Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,140284
Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,140286
Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,140288
Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,140289
Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,140290
Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,140291
Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,140292
Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,140293
Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,140294
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,140295
Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,140296
Edelweiss Government Securities Fund - Regular Plan - Growth Option,140297
Edelweiss Government Securities Fund - Direct Plan - Growth Option,140298
Edelweiss Government Securities Fund - Regular Plan - IDCW Option,140301
Edelweiss Government Securities Fund - Direct Plan - IDCW Option,140302
Edelweiss Government Securities Fund - Regular Plan Weekly - IDCW Option,140303
Edelweiss Government Securities Fund - Direct Plan weekly - IDCW Option,140304
Edelweiss Government Securities Fund - Regular Plan Fortnightly - IDCW Option,140305
Edelweiss Government Securities Fund - Direct Plan Fortnightly - IDCW Option,140306
Edelweiss Government Securities Fund - Regular Plan Monthly - IDCW Option,140307
Edelweiss Government Securities Fund - Direct Plan Monthly - IDCW Option,140308
Edelweiss Government Securities Fund - Direct Plan - Annual Dividend Option,140309
Edelweiss Government Securities Fund - Regular Plan - Annual - IDCW Option,140310
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,140327
Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,140328
Edelweiss Equity Savings Fund - Direct Plan - Growth Option,140347
Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,140348
Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,140349
Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,140350
Edelweiss Equity Savings Fund - Regular Plan - Growth Option,140351
Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,140352
Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,140353
Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option,140354
Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,140355
Edelweiss Flexi Cap Fund - Regular - IDCW Option,140356
Bandhan Aggressive Hybrid Fund-Regular Plan Growth,140381
Bandhan Aggressive Hybrid Fund-Direct Plan Growth,140382
Bandhan Aggressive Hybrid Fund-Direct Plan IDCW,140383
Bandhan Aggressive Hybrid Fund-Regular Plan IDCW,140384
Navi Liquid Fund-Unclaimed Redemption and Dividend Plan greater than 3 years,140437
Mahindra Manulife Equity Savings Fund -Direct Plan -Quarterly IDCW,140442
Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,140444
Mahindra Manulife Equity Savings Fund -Regular Plan -Quarterly IDCW,140446
Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,140447
Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW,140463
Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW,140465
UTI Liquid Fund - Direct Plan - Half-Yearly IDCW,140504
UTI Liquid Fund - Regular Plan - Flexi IDCW,140517
CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),140530
BANDHAN Credit Risk Fund-Direct Plan-Growth,140603
BANDHAN Credit Risk Fund-Direct Plan-Quarterly IDCW,140604
BANDHAN CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,140605
BANDHAN Credit Risk Fund-Direct Plan-Periodic IDCW,140606
BANDHAN Credit Risk Fund - Regular Plan Quarterly IDCW,140607
BANDHAN Credit Risk Fund - Regular Plan Annual IDCW,140608
BANDHAN Credit Risk Fund - Regular Plan Growth,140609
BANDHAN Credit Risk Fund-Direct Plan-Annual IDCW,140610
BANDHAN Credit Risk Fund - Regular Plan Half Yearly IDCW,140611
BANDHAN Credit Risk Fund - Regular Plan Periodic IDCW,140612
Mahindra Manulife Low Duration Fund - Direct Plan -Growth,140613
Mahindra Manulife Low Duration Fund - Regular Plan - Daily IDCW,140614
Mahindra Manulife Low Duration Fund - Regular Plan - Weekly IDCW,140615
Mahindra Manulife Low Duration Fund - Regular Plan - Monthly IDCW,140616
Mahindra Manulife Low Duration Fund - Direct Plan - Daily IDCW,140617
Mahindra Manulife Low Duration Fund - Direct Plan - Weekly IDCW,140618
Mahindra Manulife Low Duration Fund - Direct Plan - Monthly IDCW,140619
Mahindra Manulife Low Duration Fund - Regular Plan - Growth,140620
Mirae Asset Dynamic Bond Fund -Direct Plan -Growth,140769
Mirae Asset Dynamic Bond Fund Direct IDCW,140770
Mirae Asset Dynamic Bond Fund-Regular Plan Growth,140771
Mirae Asset Dynamic Bond Fund Regular IDCW,140772
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140809
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140810
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140811
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140812
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140813
Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140814
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140815
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment.,140816
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140817
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140818
Groww Value Fund (formerly known as Indiabulls Value Fund)- Direct Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140819
Groww Value Fund (formerly known as Indiabulls Value Fund)- Regular Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),140820
UTI Liquid Fund - Direct Plan - Fortnightly IDCW,140913
Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,141060
Quantum Dynamic Bond Fund - Regular Plan Growth Option,141061
Quantum Diversified Equity All Cap Active FOF - Regular Plan IDCW,141062
Quantum Diversified Equity All Cap Active FOF - Regular Plan Growth Option,141063
Quantum Gold Savings Fund - Regular Plan Growth Option,141064
Quantum Liquid Fund - Regular Plan Daily IDCW,141065
Quantum Liquid Fund - Regular Plan Growth Option,141066
Quantum Liquid Fund - Regular Plan Monthly IDCW,141067
Quantum Value Fund - Regular Plan Growth Option,141068
Quantum Value Fund - Regular Plan IDCW,141069
Quantum ELSS Tax Saver Fund - Regular Plan Growth Option,141070
Quantum ELSS Tax Saver Fund - Regular Plan IDCW,141071
Quantum Multi Asset Active FOF - Regular Plan Growth Option,141072
Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW,141223
Mahindra Manulife Multi Cap Fund - Regular Plan - Growth,141224
Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW,141225
Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,141226
Union Largecap Fund - Regular Plan - Growth Option,141247
Union Largecap Fund - Direct Plan - Growth Option,141248
Union Largecap Fund - Direct Plan - IDCW Option,141249
Union Largecap Fund - Regular Plan - IDCW Option,141250
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,141375
NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout,141410
Navi Large & Midcap Fund - Regular Annual IDCW payout,141411
Navi Large & Midcap Fund - Direct Annual IDCW Payout,141414
Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout,141415
Axis Nifty 50 ETF,141545
Axis Corporate Bond Fund - Direct Plan - Daily IDCW,141586
Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,141587
Axis Corporate Bond Fund - Direct Plan Growth,141588
Axis Corporate Bond Fund - Regular Plan - Daily IDCW,141589
Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,141590
Axis Corporate Bond Fund - Direct Plan - Regular IDCW,141591
Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,141592
Axis Corporate Bond Fund - Regular Plan Growth,141593
Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,141594
Axis Corporate Bond Fund - Regular Plan - Regular IDCW,141595
ICICI Prudential Nifty 100 Low Volatility 30 ETF,141596
Edelweiss Arbitrage Fund - Monthly  Regular Plan - IDCW Option,141605
Edelweiss Arbitrage Fund - Monthly  Direct Plan - IDCW Option,141606
Axis Balanced Advantage Fund - Direct Plan - Growth,141642
Axis Balanced Advantage Fund - Direct Plan - IDCW,141643
Axis Balanced Advantage Fund - Regular Plan - Growth,141644
Axis Balanced Advantage Fund - Regular Plan - IDCW,141645
UTI Nifty Next 50 Exchange Traded Fund,141665
Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,141766
Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,141767
UTI Liquid Fund - Direct Plan - Flexi IDCW,141768
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option,141807
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,141808
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),141810
ICICI Prudential BSE Sensex Index Fund - Cumulative Option,141839
ICICI Prudential BSE Sensex Index Fund - IDCW Option,141840
ICICI Prudential BSE Sensex Index Fund - Direct Plan - Cumulative Option,141841
ICICI Prudential BSE Sensex Index Fund - Direct Plan - IDCW Option,141842
Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,141862
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,141875
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW,141876
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,141877
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW,141878
BANK OF INDIA Liquid Fund  Unclaimed Dividend greater than  3 years,141887
BANK OF INDIA Liquid Fund  Unclaimed Redemption greater than  3 years,141888
BANK OF INDIA Liquid Fund  Unclaimed Dividend Upto 3 years,141889
BANK OF INDIA Liquid Fund  Unclaimed Redemption Upto 3 years,141890
HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan,141921
HDFC Housing Opportunities Fund  - IDCW Option,141922
HDFC Housing Opportunities Fund  - Growth Option,141923
HDFC Housing Opportunities Fund  - Growth Option - Direct Plan,141924
Axis Flexi Cap Fund - Direct Plan - Growth,141925
Axis Flexi Cap fund - Direct Plan - IDCW,141926
Axis Flexi Cap Fund - Regular Plan - Growth,141927
Axis Flexi Cap Fund - Regular Plan - IDCW,141928
Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option,141933
Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,141934
BHARAT 22 ETF,141957
UTI Low Duration Fund - Direct Plan - Annual IDCW,141958
Union Balanced Advantage Fund - Regular Plan - Growth Option,142035
Union Balanced Advantage Fund - Regular Plan - IDCW Option,142036
Union Balanced Advantage Fund - Direct Plan - IDCW Option,142037
Union Balanced Advantage Fund - Direct Plan - Growth Option,142038
Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW,142107
Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW,142108
Mahindra Manulife Mid Cap Fund - Regular Plan - Growth,142109
Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,142110
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION ABOVE 3 YRS,142245
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW UPTO 3YRS,142246
BARODA BNP PARIBAS LIQUID FUND PLAN C REDEMPTION UPTO 3YRS,142247
BARODA BNP PARIBAS LIQUID FUND PLAN C IDCW ABOVE 3 YRS,142248
UTI Money Market Fund - Direct Plan - Quarterly IDCW,142249
DSP Arbitrage Fund - Regular - IDCW - Monthly,142278
DSP Arbitrage Fund - Direct - IDCW,142279
DSP Arbitrage Fund - Regular - IDCW,142280
DSP Arbitrage Fund - Direct - IDCW - Monthly,142281
DSP Arbitrage Fund - Regular - Growth,142282
DSP Arbitrage Fund - Direct - Growth,142283
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,142342
Union Liquid Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,142343
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,142344
Union Liquid Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,142345
Edelweiss Recently Listed IPO Fund Regular Plan Growth,142383
Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option,142384
Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option,142386
Edelweiss Recently Listed IPO Fund Direct Plan Growth,142388
PGIM India Aggressive Hybrid Equity Fund - Regular Plan - Annual Dividend Option,142421
PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Annual Dividend Option,142422
PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option,142424
PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,142426
PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,142427
PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,142428
DSP NIFTY 1D Rate Liquid ETF,142589
Mirae Asset Short Duration Fund - Direct Plan - IDCW,142640
Mirae Asset Short Duration Fund - Direct Plan - Growth,142641
Mirae Asset Short Duration Fund - Regular Plan - Growth,142642
Mirae Asset Short Duration Fund - Regular Plan - IDCW,142643
UTI Money Market Fund - Direct Plan - Flexi IDCW,143125
Navi Aggressive Hybrid Fund - Regular Plan - Growth,143162
Navi Aggressive Hybrid Fund - Direct Plan - Growth,143163
Navi Aggressive Hybrid Fund - Regular Plan Normal IDCW,143166
Navi Aggressive Hybrid Fund - Direct Plan Normal IDCW,143167
Navi Aggressive Hybrid Fund - Direct Plan Quarterly IDCW,143185
Navi Aggressive Hybrid Fund - Direct Plan Half Yearly IDCW,143186
Navi Aggressive Hybrid Fund - Regular Plan Half Yearly IDCW,143189
Navi Aggressive Hybrid Fund - Direct Plan Monthly IDCW,143192
Navi Aggressive Hybrid Fund - Direct Plan Annual IDCW,143195
Navi Aggressive Hybrid Fund - Regular Plan Monthly IDCW,143197
Navi Aggressive Hybrid Fund - Regular Plan Annual IDCW,143198
Navi Aggressive Hybrid Fund - Regular Plan Quarterly IDCW,143199
Union Corporate Bond Fund - Regular Plan - Growth Option,143239
Union Corporate Bond Fund - Regular Plan - IDCW Option,143240
Union Corporate Bond Fund - Direct Plan - Growth Option,143241
Union Corporate Bond Fund - Direct Plan - IDCW Option,143242
ICICI Prudential BSE 500 ETF,143247
BANDHAN Equity Savings Fund-Direct Plan -Quarterly IDCW,143258
BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW,143259
Parag Parikh Liquid Fund- Regular Plan- Growth,143260
Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,143261
Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,143262
Parag Parikh Liquid Fund- Direct Plan- Daily Reinvestment of IDCW,143263
Parag Parikh Liquid Fund- Regular Plan- Daily Reinvestment of IDCW,143264
